N,frame,fps
2500,46,3
2500,47,3
2500,48,3
2500,49,3
2500,50,3
2500,51,3
2500,52,3
2500,53,3
2500,54,3
2500,55,3
2500,56,3
2500,57,3
2500,58,3
2500,59,3
2500,60,3
2800,1,3
2800,2,3
2800,3,3
2800,4,3
2800,5,3
2800,6,3
2800,7,3
2800,8,3
2800,9,3
2800,10,3
2800,11,3
2800,12,3
2800,13,3
2800,14,3
2800,15,3
2800,16,3
2800,17,3
2800,18,3
2800,19,3
2800,20,3
2800,21,3
2800,22,3
2800,23,3
2800,24,3
2800,25,3
2800,26,3
2800,27,3
2800,28,3
2800,29,3
2800,30,3
2800,31,3
2800,32,3
2800,33,3
2800,34,3
2800,35,3
2800,36,3
2800,37,3
2800,38,3
2800,39,3
2800,40,3
2800,41,3
2800,42,3
2800,43,3
2800,44,3
2800,45,3
2800,46,3
2800,47,3
2800,48,3
2800,49,3
2800,50,3
2800,51,3
2800,52,3
2800,53,3
2800,54,3
2800,55,3
2800,56,3
2800,57,3
2800,58,3
2800,59,3
2800,60,3
3100,1,3
3100,2,3
3100,3,3
3100,4,3
3100,5,3
3100,6,3
3100,7,3
3100,8,3
3100,9,3
3100,10,3
3100,11,3
3100,12,3
3100,13,3
3100,14,3
3100,15,3
3100,16,3
3100,17,3
3100,18,3
3100,19,3
3100,20,3
3100,21,3
3100,22,3
3100,23,3
3100,24,3
3100,25,3
3100,26,3
3100,27,3
3100,28,3
3100,29,3
3100,30,3
3100,31,3
3100,32,3
3100,33,3
3100,34,3
3100,35,3
3100,36,3
3100,37,3
3100,38,3
3100,39,3
3100,40,3
3100,41,3
3100,42,3
3100,43,3
3100,44,3
3100,45,3
3100,46,3
3100,47,3
3100,48,3
3100,49,3
3100,50,3
3100,51,3
3100,52,3
3100,53,3
3100,54,3
3100,55,3
3100,56,3
3100,57,3
3100,58,3
3100,59,3
3100,60,3
