N,frame,fps
100,1,50
100,2,482.1984
100,3,999.1393
100,4,1086.205
100,5,1025.303
100,6,866.0247
100,7,1052.874
100,8,817.7231
100,9,1057.557
100,10,827.8938
100,11,992.5837
100,12,730.0138
100,13,1022.154
100,14,802.9271
100,15,1021.213
100,16,792.7902
100,17,991.1057
100,18,960.7775
100,19,961.6102
100,20,853.5863
100,21,928.8677
100,22,937.7664
100,23,940.9479
100,24,962.7229
100,25,866.2501
100,26,910.3208
100,27,920.3908
100,28,917.3465
100,29,912.5673
100,30,819.132
100,31,827.2764
100,32,755.0211
100,33,854.463
100,34,722.8786
100,35,849.2302
100,36,574.113
100,37,802.9271
100,38,683.6757
100,39,822.9805
100,40,802.9271
100,41,800.2244
100,42,671.1298
100,43,864.0013
100,44,700.6596
100,45,860.8725
100,46,795.0629
100,47,923.1992
100,48,929.3865
100,49,870.3276
100,50,914.5735
100,51,804.6743
100,52,912.8176
100,53,866.2501
100,54,869.4182
100,55,820.1412
100,56,723.9794
100,57,897.5547
100,58,746.7205
100,59,895.1407
100,60,891.3051
400,1,83.0414
400,2,73.6606
400,3,76.88528
400,4,80.83683
400,5,74.98328
400,6,77.36965
400,7,77.67664
400,8,80.00512
400,9,78.38648
400,10,77.34628
400,11,78.07753
400,12,72.03751
400,13,78.65509
400,14,68.25679
400,15,79.80369
400,16,76.48595
400,17,75.00356
400,18,78.20964
400,19,77.6078
400,20,76.136
400,21,72.24549
400,22,74.87027
400,23,76.60213
400,24,75.9657
400,25,71.87106
400,26,77.41284
400,27,71.65597
400,28,74.55328
400,29,68.95113
400,30,71.74556
400,31,72.3633
400,32,71.99544
400,33,74.66032
400,34,72.41999
400,35,77.26368
400,36,71.75948
400,37,65.53894
400,38,66.28163
400,39,69.91142
400,40,69.76487
400,41,66.97118
400,42,65.14256
400,43,69.9864
400,44,69.63641
400,45,61.47499
400,46,63.30137
400,47,63.15842
400,48,67.52969
400,49,64.52872
400,50,61.24647
400,51,68.58595
400,52,60.52802
400,53,62.859
400,54,55.68606
400,55,64.26704
400,56,49.71072
400,57,62.47317
400,58,59.01573
400,59,60.90685
400,60,64.93918
700,1,27.00924
700,2,25.7432
700,3,25.12898
700,4,25.5223
700,5,25.32171
700,6,25.68182
700,7,25.18337
700,8,23.34369
700,9,24.60781
700,10,23.91055
700,11,22.91424
700,12,22.70632
700,13,23.70161
700,14,23.77765
700,15,23.29011
700,16,22.5705
700,17,23.17609
700,18,22.6119
700,19,22.71949
700,20,22.27517
700,21,22.64791
700,22,23.2144
700,23,22.84111
700,24,21.57469
700,25,22.32253
700,26,21.85478
700,27,22.56882
700,28,21.02621
700,29,22.00695
700,30,22.17854
700,31,21.75705
700,32,20.93442
700,33,21.76559
700,34,22.15019
700,35,20.58991
700,36,20.6158
700,37,20.10471
700,38,20.68255
700,39,20.59909
700,40,20.27359
700,41,20.87703
700,42,20.59004
700,43,20.02788
700,44,18.61257
700,45,20.21092
700,46,19.95595
700,47,19.4531
700,48,19.19792
700,49,19.61429
700,50,18.67304
700,51,18.39418
700,52,18.40843
700,53,18.23305
700,54,17.31112
700,55,17.41803
700,56,17.75961
700,57,17.67717
700,58,18.01893
700,59,17.96194
700,60,17.41657
1000,1,13.28967
1000,2,12.59087
1000,3,12.04623
1000,4,11.18711
1000,5,12.08056
1000,6,12.02773
1000,7,11.72923
1000,8,11.36925
1000,9,10.57675
1000,10,10.02673
1000,11,10.1836
1000,12,9.891146
1000,13,10.18715
1000,14,9.796867
1000,15,9.40294
1000,16,9.377559
1000,17,9.135693
1000,18,9.359073
1000,19,9.225952
1000,20,8.685356
1000,21,8.724609
1000,22,9.024026
1000,23,8.712778
1000,24,8.612958
1000,25,8.754973
1000,26,8.542655
1000,27,8.782767
1000,28,8.27659
1000,29,8.274163
1000,30,7.952623
1000,31,7.977576
1000,32,7.970851
1000,33,8.133427
1000,34,8.003243
1000,35,7.988739
1000,36,8.049545
1000,37,7.910396
1000,38,7.81841
1000,39,7.802885
1000,40,7.784852
1000,41,7.91049
1000,42,7.832136
1000,43,7.844283
1000,44,7.805611
1000,45,7.867685
1000,46,7.825377
1000,47,7.846113
1000,48,7.764347
1000,49,7.670117
1000,50,7.664271
1000,51,7.638623
1000,52,7.726655
1000,53,7.316942
1000,54,7.884703
1000,55,7.748601
1000,56,7.877126
1000,57,7.69434
1000,58,7.779684
1000,59,7.897819
1000,60,7.718573
1300,1,7.809878
1300,2,7.246951
1300,3,6.110893
1300,4,5.590222
1300,5,6.517023
1300,6,6.605208
1300,7,6.1581
1300,8,5.928886
1300,9,5.839649
1300,10,5.797818
1300,11,5.71854
1300,12,5.800779
1300,13,5.906674
1300,14,5.855451
1300,15,5.73913
1300,16,5.555249
1300,17,5.631968
1300,18,5.697599
1300,19,5.550709
1300,20,5.65073
1300,21,5.502202
1300,22,5.614127
1300,23,5.670283
1300,24,5.52291
1300,25,5.565095
1300,26,5.654887
1300,27,5.611079
1300,28,5.646703
1300,29,5.583001
1300,30,5.487586
1300,31,5.507482
1300,32,5.538682
1300,33,5.503093
1300,34,5.492948
1300,35,5.497193
1300,36,5.493691
1300,37,5.557986
1300,38,5.489134
1300,39,5.554229
1300,40,5.528028
1300,41,5.446589
1300,42,5.534647
1300,43,5.465381
1300,44,5.505432
1300,45,5.559601
1300,46,5.409347
1300,47,5.448114
1300,48,5.543793
1300,49,5.336814
1300,50,5.379357
1300,51,5.411123
1300,52,5.536609
1300,53,5.512554
1300,54,5.475803
1300,55,5.487052
1300,56,5.444371
1300,57,5.517242
1300,58,5.472049
1300,59,5.434547
1300,60,5.384727
1600,1,5.147669
1600,2,4.890839
1600,3,3.787035
1600,4,3.29714
1600,5,3.887338
1600,6,3.666039
1600,7,3.649677
1600,8,3.57746
1600,9,3.179291
1600,10,3.541848
1600,11,3.270654
1600,12,3.228022
1600,13,3.273972
1600,14,3
1600,15,3
1600,16,3
1600,17,3.185173
1600,18,3.061599
1600,19,3
1600,20,3
1600,21,3
1600,22,3
1600,23,3
1600,24,3
1600,25,3
1600,26,3
1600,27,3
1600,28,3
1600,29,3
1600,30,3
1600,31,3
1600,32,3
1600,33,3
1600,34,3
1600,35,3
1600,36,3
1600,37,3
1600,38,3
1600,39,3
1600,40,3
1600,41,3
1600,42,3
1600,43,3
1600,44,3
1600,45,3
1600,46,3
1600,47,3
1600,48,3
1600,49,3
1600,50,3
1600,51,3
1600,52,3
1600,53,3
1600,54,3
1600,55,3
1600,56,3
1600,57,3
1600,58,3
1600,59,3
1600,60,3
1900,1,3.66211
1900,2,3.261862
1900,3,3
1900,4,3
1900,5,3
1900,6,3
1900,7,3
1900,8,3
1900,9,3
1900,10,3
1900,11,3
1900,12,3
1900,13,3
1900,14,3
1900,15,3
1900,16,3
1900,17,3
1900,18,3
1900,19,3
1900,20,3
1900,21,3
1900,22,3
1900,23,3
1900,24,3
1900,25,3
1900,26,3
1900,27,3
1900,28,3
1900,29,3
1900,30,3
1900,31,3
1900,32,3
1900,33,3
1900,34,3
1900,35,3
1900,36,3
1900,37,3
1900,38,3
1900,39,3
1900,40,3
1900,41,3
1900,42,3
1900,43,3
1900,44,3
1900,45,3
1900,46,3
1900,47,3
1900,48,3
1900,49,3
1900,50,3
1900,51,3
1900,52,3
1900,53,3
1900,54,3
1900,55,3
1900,56,3
1900,57,3
1900,58,3
1900,59,3
1900,60,3
2200,1,3
2200,2,3
2200,3,3
2200,4,3
2200,5,3
2200,6,3
2200,7,3
2200,8,3
2200,9,3
2200,10,3
2200,11,3
2200,12,3
2200,13,3
