N,frame,fps
1000,14,56.9798
1000,15,57.36084
1000,16,62.21972
1000,17,57.55626
1000,18,54.08081
1000,19,52.38844
1000,20,51.09592
1000,21,51.13596
1000,22,53.02699
1000,23,43.74633
1000,24,35.95649
1000,25,42.97692
1000,26,43.72966
1000,27,44.92196
1000,28,40.65392
1000,29,43.23598
1000,30,38.26188
1000,31,32.90295
1000,32,41.6256
1000,33,41.49844
1000,34,38.25132
1000,35,37.98458
1000,36,35.54596
1000,37,38.41424
1000,38,33.18145
1000,39,33.73849
1000,40,30.97523
1000,41,35.37143
1000,42,35.91692
1000,43,33.50346
1000,44,30.14996
1000,45,33.1755
1000,46,29.27041
1000,47,30.56193
1000,48,28.60621
1000,49,31.64587
1000,50,28.87125
1000,51,30.92141
1000,52,28.86098
1000,53,29.40151
1000,54,29.02813
1000,55,28.10164
1000,56,26.96395
1000,57,29.93491
1000,58,29.9158
1000,59,30.80435
1000,60,29.29179
1300,1,50.84146
1300,2,53.88642
1300,3,57.60906
1300,4,56.10284
1300,5,56.2993
1300,6,52.66866
1300,7,45.81997
1300,8,48.58021
1300,9,48.63772
1300,10,47.90059
1300,11,47.73502
1300,12,43.72621
1300,13,42.93589
1300,14,41.0541
1300,15,42.15762
1300,16,36.70398
1300,17,36.8989
1300,18,36.1455
1300,19,36.08984
1300,20,36.25654
1300,21,33.36474
1300,22,31.11859
1300,23,30.50003
1300,24,25.73524
1300,25,24.71416
1300,26,26.49661
1300,27,24.78096
1300,28,25.53816
1300,29,25.5266
1300,30,23.99986
1300,31,24.3805
1300,32,23.6259
1300,33,20.4046
1300,34,22.75242
1300,35,23.06063
1300,36,22.30712
1300,37,20.65431
1300,38,20.41499
1300,39,21.05853
1300,40,20.8828
1300,41,20.79433
1300,42,19.50874
1300,43,21.08161
1300,44,19.38647
1300,45,19.39279
1300,46,19.13556
1300,47,18.49795
1300,48,17.98281
1300,49,19.39008
1300,50,19.09012
1300,51,18.3349
1300,52,16.5369
1300,53,18.49692
1300,54,19.19538
1300,55,18.11574
1300,56,17.45109
1300,57,18.27379
1300,58,17.97126
1300,59,17.92567
1300,60,17.26147
1600,1,35.7276
1600,2,38.27816
1600,3,40.02613
1600,4,38.69022
1600,5,36.90463
1600,6,34.85431
1600,7,32.19102
1600,8,30.83432
1600,9,32.27656
1600,10,32.00066
1600,11,29.97859
1600,12,27.41957
1600,13,27.19796
1600,14,24.61455
1600,15,25.09639
1600,16,23.38223
1600,17,24.8307
1600,18,24.07678
1600,19,24.18649
1600,20,23.50875
1600,21,25.22765
1600,22,20.36714
1600,23,18.93868
1600,24,19.50131
1600,25,19.68494
1600,26,18.65786
1600,27,19.33477
1600,28,19.74637
1600,29,18.99977
1600,30,16.79357
1600,31,16.57362
1600,32,17.9006
1600,33,14.99348
1600,34,16.39894
1600,35,16.33103
1600,36,15.7553
1600,37,15.6046
1600,38,14.64983
1600,39,15.18212
1600,40,13.86468
1600,41,13.64268
1600,42,14.74256
1600,43,14.93334
1600,44,14.49523
1600,45,13.53967
1600,46,14.20943
1600,47,14.41755
1600,48,12.6112
1600,49,12.77226
1600,50,14.24605
1600,51,14.12249
1600,52,13.79892
1600,53,13.5952
1600,54,12.56952
1600,55,12.48264
1600,56,10.22726
1600,57,12.76257
1600,58,13.30003
1600,59,13.23187
1600,60,13.02219
1900,1,26.68291
1900,2,30.03811
1900,3,34.127
1900,4,32.56044
1900,5,30.27557
1900,6,26.34601
1900,7,23.47459
1900,8,22.89501
1900,9,28.15227
1900,10,27.60493
1900,11,25.97506
1900,12,24.10747
1900,13,21.88956
1900,14,22.37521
1900,15,22.48951
1900,16,22.4537
1900,17,21.67078
1900,18,19.34815
1900,19,19.06606
1900,20,19.38839
1900,21,18.51524
1900,22,17.573
1900,23,18.42371
1900,24,19.76819
1900,25,18.70547
1900,26,17.6338
1900,27,18.29559
1900,28,17.86341
1900,29,16.54051
1900,30,17.09865
1900,31,16.55359
1900,32,16.31942
1900,33,16.08143
1900,34,16.67084
1900,35,16.01003
1900,36,15.92621
1900,37,14.60367
1900,38,13.57369
1900,39,14.05485
1900,40,13.63157
1900,41,13.55467
1900,42,11.27745
1900,43,11.52912
1900,44,12.26939
1900,45,12.33126
1900,46,11.22663
1900,47,11.46794
1900,48,10.78423
1900,49,11.88178
1900,50,10.85065
1900,51,10.30194
1900,52,10.15666
1900,53,10.6083
1900,54,10.07271
1900,55,10.43253
1900,56,10.48832
1900,57,10.46214
1900,58,10.23814
1900,59,10.04862
1900,60,9.528853
2200,1,20.97545
2200,2,22.8023
2200,3,25.85198
2200,4,23.75015
2200,5,22.55138
2200,6,18.20164
2200,7,16.75291
2200,8,16.45407
2200,9,18.34167
2200,10,17.90455
2200,11,19.44843
2200,12,17.84684
2200,13,16.58552
2200,14,15.92545
2200,15,15.31895
2200,16,14.4417
2200,17,12.44441
2200,18,12.63221
2200,19,12.85078
2200,20,11.91001
2200,21,11.53087
2200,22,11.51392
2200,23,11.60882
2200,24,10.70208
2200,25,10.3405
2200,26,10.33203
2200,27,10.27062
2200,28,9.948772
2200,29,8.519715
2200,30,8.200583
2200,31,8.598871
2200,32,8.171007
2200,33,8.001416
2200,34,8.042582
2200,35,8.298777
2200,36,7.721062
2200,37,7.542768
2200,38,7.235166
2200,39,7.374629
2200,40,6.934665
2200,41,6.228062
2200,42,6.841226
2200,43,6.906374
2200,44,6.175217
2200,45,6.465118
2200,46,6.755559
2200,47,6.79563
2200,48,6.893428
2200,49,6.737752
2200,50,6.400883
2200,51,6.345175
2200,52,6.05452
2200,53,5.892576
2200,54,5.765736
2200,55,6.100219
2200,56,5.955687
2200,57,5.93468
2200,58,5.92591
2200,59,5.90106
2200,60,5.754909
2500,1,16.69844
2500,2,18.88153
2500,3,20.98974
2500,4,19.68133
2500,5,17.62848
2500,6,15.77755
2500,7,13.0513
2500,8,15.63752
2500,9,17.49301
2500,10,13.99746
2500,11,13.43718
2500,12,11.8468
2500,13,12.08521
2500,14,11.72402
2500,15,11.30031
2500,16,9.738444
2500,17,8.997604
2500,18,8.336087
2500,19,7.923277
2500,20,7.099017
2500,21,6.886866
2500,22,6.951685
2500,23,7.511343
2500,24,6.385458
2500,25,6.525559
2500,26,6.002249
2500,27,6.202989
2500,28,5.573343
2500,29,5.812287
2500,30,5.796444
2500,31,5.805342
2500,32,5.689165
2500,33,5.536821
2500,34,5.896512
2500,35,5.701767
2500,36,5.505651
2500,37,5.432259
2500,38,5.483634
2500,39,5.435479
2500,40,5.397854
2500,41,5.029731
2500,42,5.172213
2500,43,4.892076
2500,44,5.1645
2500,45,5.155356
2500,46,5.041954
2500,47,4.98963
2500,48,4.618725
2500,49,4.854506
2500,50,4.666283
2500,51,4.778491
2500,52,4.887528
2500,53,5.147486
2500,54,4.898715
2500,55,4.900619
2500,56,4.635231
2500,57,4.85186
2500,58,4.734739
2500,59,4.797441
2500,60,5.051581
2800,1,13.38336
2800,2,14.03322
2800,3,15.68298
2800,4,15.74412
2800,5,14.64912
2800,6,12.41072
2800,7,11.05072
2800,8,11.18024
2800,9,11.42762
2800,10,11.4544
2800,11,10.79119
2800,12,8.991576
2800,13,8.644119
2800,14,8.131241
2800,15,8.093512
2800,16,7.681962
2800,17,7.257127
2800,18,6.430404
2800,19,5.988112
2800,20,5.383586
2800,21,5.838953
2800,22,5.447641
2800,23,5.593604
2800,24,5.565012
2800,25,5.283304
2800,26,4.646381
2800,27,4.326797
2800,28,4.215538
2800,29,4.347006
2800,30,4.143468
2800,31,4.127415
2800,32,3.996793
2800,33,4.032556
2800,34,3.82424
2800,35,3.728875
2800,36,3.959141
2800,37,4.06917
2800,38,4.020266
2800,39,3.788082
2800,40,4.04812
2800,41,3.97077
2800,42,3.680952
2800,43,3.617453
2800,44,3.732564
2800,45,3.884112
2800,46,3.912091
2800,47,3.838624
2800,48,3.757291
2800,49,3.634392
2800,50,3.576319
2800,51,3.485328
2800,52,3.53709
2800,53,3.327241
2800,54,3.511907
2800,55,3.609841
2800,56,3.683951
2800,57,3.537218
2800,58,3.207156
2800,59,3.428788
2800,60,3.357118
3100,1,11.24164
3100,2,12.75904
3100,3,13.92985
3100,4,13.10614
3100,5,11.24202
3100,6,10.20709
3100,7,8.975306
3100,8,10.14591
3100,9,10.27484
3100,10,9.666965
3100,11,9.200702
3100,12,8.466636
3100,13,6.97833
3100,14,7.969305
3100,15,7.527175
3100,16,6.616882
3100,17,5.880571
3100,18,6.092904
3100,19,5.485424
3100,20,4.699366
3100,21,4.755257
3100,22,4.854924
3100,23,4.509769
3100,24,4.385724
3100,25,4.046972
3100,26,4.014263
3100,27,3.923066
3100,28,3.898371
3100,29,3.688299
3100,30,3.474775
3100,31,3.317203
3100,32,3.248452
3100,33,3.384612
3100,34,3.331838
3100,35,3.38702
3100,36,3.220242
3100,37,3.024412
3100,38,3
3100,39,3.076258
3100,40,3
3100,41,3.167032
3100,42,3.096324
3100,43,3
3100,44,3
3100,45,3
3100,46,3
3100,47,3.087248
3100,48,3.020372
3100,49,3
3100,50,3
3100,51,3
3100,52,3
3100,53,3.035236
3100,54,3
3100,55,3
3100,56,3
3100,57,3
3100,58,3
3100,59,3
3100,60,3
